institution_name,original_programme_name,institution_id,programme_id,country,provider,classification,verified_programme_name,provider_native_programme_id,reason,binding_evidence,action
Stg. Gerrit. Rietveld Academ. Hogesch. Kunst en Vormg.,Datastore Search,duo-nl-stage1-007,1b39fb3f-57bd-530e-b3a8-e5eb492dffd9,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Master of Arts in Fine Art and Design,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B454"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O5500""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B454; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O5500,FIXED_MAPPING
Stg. Kaht. Opleiding Leraren in het Basisonderwijs,Datastore Search,duo-nl-stage1-008,462f1e03-d780-59e6-beb8-c14fa8fe5279,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Master Leiderschap en Innovatie Kind en Educatie,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B460"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O8088""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B460; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O8088,FIXED_MAPPING
Stg. Kaht. Opleiding Leraren in het Basisonderwijs,Datastore Search,duo-nl-stage1-008,8e50c3cc-f732-5c1a-a6d9-5a011949e138,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Education in Primary Schools (age 4 - 12),"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B460"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O4361""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B460; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O4361,FIXED_MAPPING
Stiching Breda University of Applied Sciences,Datastore Search,duo-nl-stage1-009,cde07505-e47d-5d92-b7f6-d47a954a32f4,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Creative Media and Game Technologies,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B542"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O2714""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B542; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O2714,FIXED_MAPPING
Stiching Breda University of Applied Sciences,Datastore Search,duo-nl-stage1-009,0519d8a7-2197-557d-a0b0-44f3a4fbab06,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Logistics Engineering,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B542"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O3313""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B542; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O3313,FIXED_MAPPING
Sticht. A'damse Hogeschool voor de Kunsten,Datastore Search,duo-nl-stage1-010,5ea7c52c-13d6-5946-aee3-0eeaa2cc3104,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Film and Television,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B483"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O4324""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B483; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O4324,FIXED_MAPPING
Sticht. A'damse Hogeschool voor de Kunsten,Datastore Search,duo-nl-stage1-010,9ef869f3-5229-5b4e-af66-466d31855d30,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Music,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B483"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O4329""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B483; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O4329,FIXED_MAPPING
Stichting Aeres Groep,Datastore Search,duo-nl-stage1-011,cf4a134b-b914-5181-aa12-a43cc0596f74,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Bachelor Agricultural Entrepreneurship Animal Husbandry,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""100B561"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1016O6899""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=100B561; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1016O6899,FIXED_MAPPING
Stichting Aeres Groep,Datastore Search,duo-nl-stage1-011,d3500ac3-9288-5594-91cf-cc8f2dc1c9d3,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Applied Biology,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""100B561"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O2646""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=100B561; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O2646,FIXED_MAPPING
Stichting ArtEZ,Datastore Search,duo-nl-stage1-012,238d15b9-57e1-528e-be9e-cc49a0b2f186,NL,DUO RIO,INVALID_PROVIDER_MAPPING,B Music Jazz & Pop,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B580"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1007O7895""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B580; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1007O7895,FIXED_MAPPING
Stichting ArtEZ,Datastore Search,duo-nl-stage1-012,0f512584-17ba-595f-8723-74993b8cfbe0,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Fine Art and Design in Education,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B580"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O5087""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B580; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O5087,FIXED_MAPPING
Stichting Avans,Datastore Search,duo-nl-stage1-013,415292e8-d52b-5e24-be5c-5c56f6284005,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Master Materials & Energy Transition,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B477"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1015O7435""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B477; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1015O7435,FIXED_MAPPING
Stichting Avans,Datastore Search,duo-nl-stage1-013,6ed310cc-38b0-5e8f-992a-1d7ebe481f14,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Sustainability Transitions (joint degree),"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B477"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1016O4303""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B477; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1016O4303,FIXED_MAPPING
Stichting Christel. Hogesch. Windesheim,Datastore Search,duo-nl-stage1-014,bacf26e0-b8c6-5e30-9651-453006e84560,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Information & Communication Technology,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B585"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O2665""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B585; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O2665,FIXED_MAPPING
Stichting Christel. Hogesch. Windesheim,Datastore Search,duo-nl-stage1-014,4f08a8ee-9519-5882-b92e-3c373e740e6f,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Teacher Education in Social Skills,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B585"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1016O1804""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B585; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1016O1804,FIXED_MAPPING
"Stichting Codarts, Hogeschool voor de Kunsten",Datastore Search,duo-nl-stage1-015,0bb5ca11-6ce1-540d-9263-824cd8341723,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Circus Arts,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B446"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O2947""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B446; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O2947,FIXED_MAPPING
"Stichting Codarts, Hogeschool voor de Kunsten",Datastore Search,duo-nl-stage1-015,e13e5765-76c1-5401-bb01-d4156f2afa0e,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Music,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B446"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O4328""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B446; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O4328,FIXED_MAPPING
Stichting 'De Kempel',Datastore Search,duo-nl-stage1-016,3fc9f03e-164a-5b94-a37c-d9730e54d91d,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Education in Primary Schools (age 4 - 12),"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B555"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O4366""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B555; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O4366,FIXED_MAPPING
Stichting 'De Kempel',Datastore Search,duo-nl-stage1-016,f0aaed85-63dd-5540-9212-228b3b131e10,NL,DUO RIO,INVALID_PROVIDER_MAPPING,"B Education in Primary Schools (age 4-12), full-time","{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B555"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1015O6755""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B555; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1015O6755,FIXED_MAPPING
Stichting Design Academy Eindhoven,Datastore Search,duo-nl-stage1-017,19a197b7-663f-5c92-b071-d5ea6888f842,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Master of Arts in Fine Art and Design,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B525"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O5501""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B525; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O5501,FIXED_MAPPING
Stichting Design Academy Eindhoven,Datastore Search,duo-nl-stage1-017,271f2b25-6d27-59ee-9488-5a932948ecc1,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Design,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B525"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O5102""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=107B525; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O5102,FIXED_MAPPING
Stichting Driestar educatief,Datastore Search,duo-nl-stage1-018,cf355755-f0f7-5b74-9f74-8a6c58e4b12c,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Education in Primary Schools (age 4 - 12),"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""105B769"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O4372""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=105B769; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O4372,FIXED_MAPPING
Stichting Driestar educatief,Datastore Search,duo-nl-stage1-018,2c644259-28c5-5925-847b-588891b7f7bf,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Educational Theory,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""105B769"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O4574""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=105B769; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O4574,FIXED_MAPPING
Stichting Fontys,Datastore Search,duo-nl-stage1-019,a55ac756-74f2-5665-8ade-50663567365e,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Applied Science,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""106B216"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O2643""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=106B216; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O2643,FIXED_MAPPING
Stichting Fontys,Datastore Search,duo-nl-stage1-019,c870ed45-74ae-5a4a-bfae-45186ef33ff1,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Educational Management Childcare,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""106B216"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O2651""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=106B216; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O2651,FIXED_MAPPING
Stichting Hanzehogeschool Groningen,Datastore Search,duo-nl-stage1-020,dad83581-5867-589c-8f07-e4c03f446443,NL,DUO RIO,INVALID_PROVIDER_MAPPING,Information & Communication Technology,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""100B490"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O2671""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=100B490; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O2671,FIXED_MAPPING
Stichting Hanzehogeschool Groningen,Datastore Search,duo-nl-stage1-020,26d3736c-53d6-5adb-827f-b3995a88d3a9,NL,DUO RIO,INVALID_PROVIDER_MAPPING,International Business,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""100B490"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O2697""}",frozen RIO source-native title restored after query-order binding defect,duo_rio_ho.ONDERWIJSBESTUURID=100B490; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O2697,FIXED_MAPPING
Abingdon and Witney College,Business and Management Practice,discover-uk-stage1-001,87ff2832-35fa-524a-9ae3-c8b7aeabad3b,UK,Discover Uni,VERIFIED_PROGRAMME,Business and Management Practice,"{""discover_uni_hesa.KISCourse"": ""FDA-BMP"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000055"", ""discover_uni_hesa.course_name"": ""Business and Management Practice""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000055; discover_uni_hesa.KISCourse=FDA-BMP; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Business and Management Practice,KEEP_PRODUCTION
Abingdon and Witney College,Business and Management Practice,discover-uk-stage1-001,1370d5b6-1a85-52bd-ab33-535fe62aeee9,UK,Discover Uni,VERIFIED_PROGRAMME,Business and Management Practice,"{""discover_uni_hesa.KISCourse"": ""FDA-BMP"", ""discover_uni_hesa.KISMODE"": ""Part-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000055"", ""discover_uni_hesa.course_name"": ""Business and Management Practice""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000055; discover_uni_hesa.KISCourse=FDA-BMP; discover_uni_hesa.KISMODE=Part-time; discover_uni_hesa.course_name=Business and Management Practice,KEEP_PRODUCTION
Health Sciences University,Radiography (Diagnostic Imaging),discover-uk-stage1-002,aab072ce-4ac6-5c86-a311-170c1ed24c00,UK,Discover Uni,VERIFIED_PROGRAMME,Radiography (Diagnostic Imaging),"{""discover_uni_hesa.KISCourse"": ""BSRDIF-B821"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000163"", ""discover_uni_hesa.course_name"": ""Radiography (Diagnostic Imaging)""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000163; discover_uni_hesa.KISCourse=BSRDIF-B821; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Radiography (Diagnostic Imaging),KEEP_PRODUCTION
Health Sciences University,Radiography (Radiotherapy and Oncology),discover-uk-stage1-002,133eac2d-937c-54fc-9f7f-1fcdb2937732,UK,Discover Uni,VERIFIED_PROGRAMME,Radiography (Radiotherapy and Oncology),"{""discover_uni_hesa.KISCourse"": ""BSRROF-B822"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000163"", ""discover_uni_hesa.course_name"": ""Radiography (Radiotherapy and Oncology)""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000163; discover_uni_hesa.KISCourse=BSRROF-B822; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Radiography (Radiotherapy and Oncology),KEEP_PRODUCTION
All Nations Christian College,Biblical and Intercultural Studies,discover-uk-stage1-003,60e2e546-beec-559f-8803-ff7d234c1959,UK,Discover Uni,VERIFIED_PROGRAMME,Biblical and Intercultural Studies,"{""discover_uni_hesa.KISCourse"": ""177650"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000216"", ""discover_uni_hesa.course_name"": ""Biblical and Intercultural Studies""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000216; discover_uni_hesa.KISCourse=177650; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Biblical and Intercultural Studies,KEEP_PRODUCTION
All Nations Christian College,Biblical and Intercultural Studies,discover-uk-stage1-003,d16a8da1-2e7e-5f82-ad51-2ad5d35a46b2,UK,Discover Uni,VERIFIED_PROGRAMME,Biblical and Intercultural Studies,"{""discover_uni_hesa.KISCourse"": ""532986"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000216"", ""discover_uni_hesa.course_name"": ""Biblical and Intercultural Studies""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000216; discover_uni_hesa.KISCourse=532986; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Biblical and Intercultural Studies,KEEP_PRODUCTION
Anglia Ruskin University,Law,discover-uk-stage1-004,8eb42e1e-62a2-5044-987d-01719cd7d204,UK,Discover Uni,VERIFIED_PROGRAMME,Law,"{""discover_uni_hesa.KISCourse"": ""K00001"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000291"", ""discover_uni_hesa.course_name"": ""Law""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000291; discover_uni_hesa.KISCourse=K00001; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Law,KEEP_PRODUCTION
Anglia Ruskin University,Fine Art,discover-uk-stage1-004,9436b038-a11f-554e-bf0b-894432db7716,UK,Discover Uni,VERIFIED_PROGRAMME,Fine Art,"{""discover_uni_hesa.KISCourse"": ""K00004"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000291"", ""discover_uni_hesa.course_name"": ""Fine Art""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000291; discover_uni_hesa.KISCourse=K00004; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Fine Art,KEEP_PRODUCTION
Arts Educational Schools,Acting,discover-uk-stage1-005,064e4c8c-3273-5475-acc2-a785d2dc169d,UK,Discover Uni,VERIFIED_PROGRAMME,Acting,"{""discover_uni_hesa.KISCourse"": ""BAAct"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000381"", ""discover_uni_hesa.course_name"": ""Acting""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000381; discover_uni_hesa.KISCourse=BAAct; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Acting,KEEP_PRODUCTION
Arts Educational Schools,Musical Theatre,discover-uk-stage1-005,f274a2a7-1552-584b-979f-0a0a65b34fc1,UK,Discover Uni,VERIFIED_PROGRAMME,Musical Theatre,"{""discover_uni_hesa.KISCourse"": ""BAMT"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000381"", ""discover_uni_hesa.course_name"": ""Musical Theatre""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000381; discover_uni_hesa.KISCourse=BAMT; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Musical Theatre,KEEP_PRODUCTION
The Arts University Bournemouth,Acting,discover-uk-stage1-006,16aed716-240d-5ae8-854a-52d1ecc51b49,UK,Discover Uni,VERIFIED_PROGRAMME,Acting,"{""discover_uni_hesa.KISCourse"": ""BAACT"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000385"", ""discover_uni_hesa.course_name"": ""Acting""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000385; discover_uni_hesa.KISCourse=BAACT; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Acting,KEEP_PRODUCTION
The Arts University Bournemouth,Acting for Screen,discover-uk-stage1-006,1494bc65-9315-5198-a797-81202c1520c0,UK,Discover Uni,VERIFIED_PROGRAMME,Acting for Screen,"{""discover_uni_hesa.KISCourse"": ""BAACTF"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000385"", ""discover_uni_hesa.course_name"": ""Acting for Screen""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000385; discover_uni_hesa.KISCourse=BAACTF; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Acting for Screen,KEEP_PRODUCTION
Askham Bryan College,Equine Science and Management,discover-uk-stage1-007,7415a39b-2f5f-5571-bfc7-43976f8d48d7,UK,Discover Uni,VERIFIED_PROGRAMME,Equine Science and Management,"{""discover_uni_hesa.KISCourse"": ""L58T22"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000415"", ""discover_uni_hesa.course_name"": ""Equine Science and Management""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000415; discover_uni_hesa.KISCourse=L58T22; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Equine Science and Management,KEEP_PRODUCTION
Askham Bryan College,Equine Science and Management (including Foundation year),discover-uk-stage1-007,465d4536-96e4-5b55-8c3e-80a1e8013b76,UK,Discover Uni,VERIFIED_PROGRAMME,Equine Science and Management (including Foundation year),"{""discover_uni_hesa.KISCourse"": ""L58T23"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000415"", ""discover_uni_hesa.course_name"": ""Equine Science and Management (including Foundation year)""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000415; discover_uni_hesa.KISCourse=L58T23; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Equine Science and Management (including Foundation year),KEEP_PRODUCTION
Barking and Dagenham College,Computing For England (General) (Barking and Dagenham),discover-uk-stage1-008,95d3bbf1-7e5d-5412-96b3-c6022bd8b35a,UK,Discover Uni,VERIFIED_PROGRAMME,Computing For England (General) (Barking and Dagenham),"{""discover_uni_hesa.KISCourse"": ""K0677"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000528"", ""discover_uni_hesa.course_name"": ""Computing For England (General) (Barking and Dagenham)""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000528; discover_uni_hesa.KISCourse=K0677; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Computing For England (General) (Barking and Dagenham),KEEP_PRODUCTION
Barking and Dagenham College,Computing for England (Cyber Security) (Barking and Dagenham),discover-uk-stage1-008,63412a30-b38b-5b03-b7ff-4ddfa92300cf,UK,Discover Uni,VERIFIED_PROGRAMME,Computing for England (Cyber Security) (Barking and Dagenham),"{""discover_uni_hesa.KISCourse"": ""K0678"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000528"", ""discover_uni_hesa.course_name"": ""Computing for England (Cyber Security) (Barking and Dagenham)""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000528; discover_uni_hesa.KISCourse=K0678; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Computing for England (Cyber Security) (Barking and Dagenham),KEEP_PRODUCTION
Barnsley College,Animal Management,discover-uk-stage1-009,1157b236-a40b-5e2d-ad9a-197ad246a2e8,UK,Discover Uni,VERIFIED_PROGRAMME,Animal Management,"{""discover_uni_hesa.KISCourse"": ""AT49AMFDFT"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000536"", ""discover_uni_hesa.course_name"": ""Animal Management""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000536; discover_uni_hesa.KISCourse=AT49AMFDFT; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Animal Management,KEEP_PRODUCTION
Barnsley College,Early Years Leadership,discover-uk-stage1-009,fcce1aa5-1813-5776-991e-107da1916798,UK,Discover Uni,VERIFIED_PROGRAMME,Early Years Leadership,"{""discover_uni_hesa.KISCourse"": ""PS29EYLEFT"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000536"", ""discover_uni_hesa.course_name"": ""Early Years Leadership""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000536; discover_uni_hesa.KISCourse=PS29EYLEFT; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Early Years Leadership,KEEP_PRODUCTION
Bath Spa University,Acting,discover-uk-stage1-010,e67cc4ee-c764-5b6c-b1fb-565dd2ffea47,UK,Discover Uni,VERIFIED_PROGRAMME,Acting,"{""discover_uni_hesa.KISCourse"": ""BAACTACTSPS"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10000571"", ""discover_uni_hesa.course_name"": ""Acting""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10000571; discover_uni_hesa.KISCourse=BAACTACTSPS; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Acting,KEEP_PRODUCTION
